LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Schutzgebiet,noun,neuter,Schutzgebiet,Schutzgebiete,Schutzgebiet,Schutzgebiete,Schutzgebiets,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Barbuda,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Arthur,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Wattenmeer,noun,neuter,Wattenmeer,Wattenmeere,Wattenmeer,Wattenmeere,Wattenmeers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Gemeindegebiet,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Inselrepublik,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Argyll,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
and,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Südpazifik,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Edward,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Land,noun,neuter,Land,Lande,Land,Lande,Lands,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Meeresniveau,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Isola,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Sanma,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Waikato,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Troms,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Finnmark,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Grand,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Eiskappe,noun,feminine,Eiskappe,Eiskappen,Eiskappe,Eiskappe,Eiskappe,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Williams,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Publications-Schelfeises,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Atka,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Wasserstraße,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Zadar,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Salomon-Inseln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Three,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Palmer-Archipels,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Physiker,noun,masculine,Physiker,Physiker,Physiker,Physiker,Physikers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Round,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
SÃ£o,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Quadratmeter,noun,neuter,Quadratmeter,Quadratmeter,Quadratmeter,Quadratmeter,Quadratmeters,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Transkription,noun,feminine,Transkription,Transkriptionen,Transkription,Transkription,Transkription,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Ernest,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Loch,noun,neuter,Loch,Lochs,Loch,Loch,Lochs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Nordatlantik,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
SÃ£o,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Prozent,noun,neuter,Prozent,Prozente,Prozent,Prozente,Prozents,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
HokkaidÅ,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Vestland,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Vermessungsarbeiten,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Antarktisfahrt,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
einheimische,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Süd,noun,masculine,Süd,,Süd,Süd,Süd,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Vierten,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Hawaii,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Mecklenburg-Vorpommern,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Reise,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Krasnojarsk,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Aitcho-Inseln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Spitzbergen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Province,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Neuguinea,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Isthmus,noun,masculine,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Straße,noun,feminine,Straße,Straßen,Straße,Straße,Straße,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Cornwall,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Caicos-Inseln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Brigg,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Michail,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Vermessungseinheit,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Nachbarschaft,noun,feminine,Nachbarschaft,Nachbarschaften,Nachbarschaft,Nachbarschaft,Nachbarschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
York,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Thaana-Kurzbezeichnung,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Banks-Inseln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Kodiak,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Marianen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Kanadisch-arktischen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Byrd-Station,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Kartenmaterial,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Joinville-Insel,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Dickens,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Vogelart,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Funker,noun,masculine,Funker,Funker,Funker,Funker,Funkers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Eingang,noun,masculine,Eingang,Eingänge,Eingang,Eingange,Eingangs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Manus,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
international,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Town,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Fährverbindungen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Kanada,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Guadalcanal,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Nebeninsel,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Henry,noun,neuter,Henry,Henry,Henry,Henry,Henry,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Meerbusen,noun,masculine,Meerbusen,Meerbusen,Meerbusen,Meerbusen,Meerbusens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Sommer,noun,masculine,Sommer,Sommer,Sommer,Sommer,Sommers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Peninsula,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Service,noun,neuter,Service,Service,Service,Service,Services,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Darwin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Kampagne,noun,feminine,Kampagne,Kampagnen,Kampagne,Kampagne,Kampagne,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Ronne,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
ArchipiÃ©lago,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Peter,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Nebeninseln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Turks-,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Caicosinseln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Census,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
HMS,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Commander,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Tokio,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Bute,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/largestCity,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Kepulauan,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Luzon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Position,noun,feminine,Position,Positionen,Position,Position,Position,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Rogaland,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Festlands,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Griechenland,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Falcon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Besiedlung,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Grundriss,noun,masculine,Grundriss,Grundrisse,Grundriss,Grundrisse,Grundrisses,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Robbeninseln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Kanalinseln,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Long,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Kette,noun,feminine,Kette,Ketten,Kette,Kette,Kette,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Reihe,noun,feminine,Reihe,Reihen,Reihe,Reihe,Reihe,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Nordland,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Sumatra,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Oberfläche,noun,feminine,Oberfläche,Oberflächen,Oberfläche,Oberfläche,Oberfläche,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Mythologie,noun,feminine,Mythologie,Mythologien,Mythologie,Mythologie,Mythologie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Bouvetinsel,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
